Soil_Moisture,LDR,Leaf_Temp,Ambient_Temp,VOC_Level,Leaf_V,Classes
68.42,986.69,26.02,27.53,95.81,0.307,0
16.05,615.15,37.12,34.39,179.59,0.674,1
71.14,774.45,28.78,29.3,170.85,0.323,0
45.7,607.44,36.06,37.08,361.3,1.373,3
40.22,477.05,25.72,29.75,533.81,0.889,2
16.9,806.14,33.59,32.32,154.26,0.996,1
47.52,473.71,41.83,34.69,453.56,1.047,3
15.01,679.35,34.23,32.71,271.45,0.786,1
84.62,979.94,22.28,25.46,162.49,0.558,0
66.95,528.1,26.81,29.34,650.95,0.876,2
63.99,538.21,28.14,26.47,711.44,0.957,2
26.14,741.95,36.29,29.62,146.27,0.763,1
85.34,921.18,28.86,25.15,120.51,0.322,0
39.31,759.05,34.54,35.25,305.68,1.345,3
23.85,611.5,33.5,28.36,246.75,0.605,1
85.58,867.26,26.49,26.2,148.74,0.34,0
16.97,647.98,36.45,28.99,253.25,0.684,1
76.96,749.78,23.51,27.16,162.16,0.429,0
69.01,999.81,23.37,22.06,140.63,0.577,0
34.67,573.75,38.56,32.46,337.34,0.829,3
40.84,689.92,30.34,26.3,467.81,1.03,2
77.02,882.04,24.46,25.27,156.95,0.505,0
86.38,841.03,23.09,24.74,52.58,0.353,0
11.04,693.78,34.58,32.78,160.58,0.623,1
44.48,447.62,34.29,32.55,409.17,1.124,2
63.12,945.37,26.89,26.47,111.96,0.337,0
38.92,861.64,37.99,33.51,408.42,1.254,3
24.68,881.71,35.23,33.93,187.43,0.877,1
26.46,656.5,32.81,34.94,142.71,0.97,1
13.73,606.49,38.14,35.44,210.31,0.896,1
69.18,925.18,24.69,29.09,119.48,0.593,0
71.18,839.37,23.04,23.6,111.8,0.371,0
11.05,860.1,33.73,34.4,272.47,0.708,1
45.03,561.49,37.53,37.54,363.22,1.346,3
48.91,595.04,35.63,34.0,398.78,1.125,3
49.17,339.62,35.4,36.88,351.94,0.898,3
23.6,725.01,34.18,30.82,252.01,0.664,1
68.04,825.37,27.32,29.59,157.48,0.565,0
23.42,502.78,38.88,33.96,277.08,0.926,1
46.45,503.55,32.93,27.2,648.55,1.009,2
40.94,694.47,34.59,31.46,734.65,0.916,2
62.13,414.47,34.38,25.51,542.78,0.864,2
64.24,945.91,25.33,22.96,127.86,0.415,0
61.25,979.26,26.42,24.34,120.31,0.556,0
53.39,791.21,32.44,26.83,693.8,0.748,2
54.31,403.63,29.23,25.08,602.37,0.749,2
10.18,538.93,36.75,31.1,137.5,0.931,1
10.01,694.28,34.16,34.49,171.78,0.992,1
61.63,550.19,30.99,28.7,710.9,0.714,2
68.39,424.89,34.41,31.64,636.84,0.71,2
22.37,561.33,33.22,31.1,234.09,0.729,1
88.1,953.88,28.59,25.87,106.79,0.435,0
67.57,485.98,29.75,31.7,752.65,0.948,2
11.05,695.62,35.46,35.46,101.35,0.856,1
18.15,549.02,37.39,30.28,135.79,0.945,1
23.38,649.88,30.74,31.13,277.91,0.687,1
11.79,651.03,37.86,29.73,137.13,0.907,1
46.55,872.66,35.87,34.36,355.39,0.827,3
53.75,425.26,30.7,30.15,628.32,0.856,2
30.74,900.75,36.51,30.73,409.94,0.984,3
14.77,561.78,31.37,34.7,184.57,0.795,1
20.74,637.68,33.74,33.79,198.24,0.889,1
60.42,448.03,25.22,25.63,497.07,0.726,2
35.56,575.39,38.18,34.13,304.38,1.193,3
44.55,574.41,32.69,27.63,677.03,0.975,2
45.57,944.9,34.87,35.19,336.07,1.4,3
62.21,421.0,32.26,30.79,574.49,0.965,2
48.84,503.88,32.29,35.96,446.41,1.32,3
40.4,560.03,39.22,35.51,450.96,1.002,3
51.74,773.42,31.8,25.45,488.14,0.785,2
14.11,626.83,34.25,33.88,145.12,0.87,1
35.85,459.92,37.97,37.62,492.72,1.229,3
76.85,740.77,25.69,26.72,70.05,0.387,0
38.17,470.27,34.22,36.63,268.53,1.094,3
31.46,880.53,34.17,32.69,480.75,0.996,3
41.6,568.76,37.96,36.96,346.36,1.468,3
43.86,461.96,34.73,36.77,274.0,1.017,3
46.56,773.39,37.79,32.14,337.68,1.377,3
47.7,356.41,39.86,30.08,398.55,0.99,3
48.26,429.02,40.11,36.56,303.33,0.944,3
46.27,887.65,40.71,37.85,272.45,1.175,3
64.85,607.08,26.23,31.46,780.47,0.901,2
18.27,648.66,37.34,32.21,224.91,0.991,1
68.88,654.82,31.05,31.47,722.11,0.942,2
62.12,715.17,29.67,28.29,178.45,0.464,0
40.39,529.73,29.9,30.31,502.42,1.064,2
40.72,618.75,39.97,31.77,335.28,1.217,3
65.56,961.42,27.34,27.19,75.08,0.466,0
39.21,637.37,38.07,33.15,487.87,1.466,3
15.31,633.47,32.77,33.38,224.75,0.638,1
82.23,961.58,28.75,29.62,103.55,0.436,0
50.49,673.56,28.79,31.21,509.35,1.059,2
47.64,415.8,36.08,32.37,268.3,0.888,3
46.91,696.79,25.93,30.21,547.88,1.194,2
79.19,853.64,25.33,23.62,85.76,0.499,0
67.76,700.22,30.6,27.35,625.44,0.962,2
39.03,552.37,41.84,31.08,489.39,0.831,3
85.75,722.47,28.53,28.44,87.11,0.581,0
23.55,711.98,34.72,33.14,254.09,0.741,1
36.86,687.88,34.08,35.5,394.11,1.35,3
75.45,938.87,23.62,28.44,163.22,0.31,0
12.79,619.55,35.01,28.56,229.89,0.68,1
38.8,423.44,35.08,30.09,288.63,1.398,3
14.15,620.2,36.74,33.82,111.7,0.917,1
89.94,939.34,29.22,29.96,104.93,0.347,0
40.56,449.66,32.27,32.58,639.5,1.062,2
77.72,966.39,27.89,24.88,184.34,0.485,0
20.57,522.85,30.42,31.44,228.62,0.726,1
21.4,690.93,34.88,31.44,124.31,0.794,1
47.09,701.92,27.68,27.48,594.99,0.729,2
53.77,670.97,32.44,32.14,562.55,0.892,2
52.77,621.07,25.43,27.96,614.15,0.79,2
17.52,827.77,34.74,28.66,108.84,0.921,1
53.85,667.91,25.94,29.12,796.97,0.709,2
35.03,686.71,34.87,37.56,338.32,1.477,3
53.13,723.38,34.21,28.01,601.57,0.746,2
26.6,607.06,31.02,30.86,256.42,0.847,1
66.53,982.21,24.02,29.78,169.15,0.35,0
21.09,830.51,31.72,34.95,106.88,0.746,1
64.84,470.33,30.32,31.06,464.12,0.745,2
56.11,716.27,30.5,29.72,586.31,0.956,2
46.82,301.27,38.58,37.85,414.09,1.235,3
41.3,792.6,33.81,30.86,297.04,1.172,3
71.33,737.31,29.15,22.26,103.56,0.563,0
56.93,568.18,30.34,28.98,758.01,0.816,2
71.59,931.31,25.24,22.13,123.09,0.44,0
46.15,472.02,27.6,29.49,707.19,1.177,2
18.52,782.9,38.23,29.69,185.03,0.655,1
60.56,888.26,25.32,23.92,141.59,0.365,0
68.74,506.61,30.49,27.47,446.16,0.921,2
34.41,425.69,39.85,32.51,281.68,1.152,3
48.6,480.63,41.89,33.4,285.2,0.864,3
60.74,996.66,25.4,29.97,106.83,0.4,0
86.02,915.39,23.05,29.7,150.6,0.313,0
11.86,762.21,32.05,35.9,136.09,0.97,1
31.78,945.43,36.53,36.12,370.51,1.026,3
32.25,674.05,35.8,30.23,460.59,1.15,3
66.49,401.71,34.86,28.15,580.45,0.833,2
12.7,666.98,31.04,35.22,149.27,0.704,1
35.13,823.1,40.78,33.72,413.06,1.154,3
69.53,804.67,27.65,24.69,184.97,0.569,0
63.09,500.1,33.48,26.13,693.74,1.07,2
84.12,974.88,29.68,28.91,115.86,0.374,0
38.86,721.48,32.42,31.73,324.3,1.403,3
47.52,485.84,35.39,34.28,352.81,0.917,3
49.85,536.02,31.59,30.44,707.43,0.822,2
33.57,390.66,38.19,31.26,310.53,0.874,3
40.12,899.47,34.71,34.76,318.18,1.102,3
82.92,906.86,27.29,24.43,73.25,0.379,0
40.74,618.06,38.79,35.0,457.89,1.042,3
55.21,590.87,27.98,25.26,567.27,1.109,2
44.4,867.98,32.49,35.54,400.33,1.017,3
17.05,705.29,38.57,33.39,214.96,0.919,1
78.99,906.57,27.77,29.51,54.77,0.337,0
22.59,523.42,36.62,33.18,206.41,0.995,1
16.24,503.11,39.58,35.25,163.76,0.616,1
40.87,704.76,34.73,30.92,515.36,0.768,2
41.24,664.77,37.88,34.34,433.45,1.437,3
51.76,735.55,32.95,26.91,780.72,0.746,2
41.81,770.85,27.22,28.6,494.96,0.841,2
17.93,783.85,30.84,30.63,243.1,0.777,1
34.7,575.46,33.12,35.86,363.44,1.267,3
68.99,540.08,31.12,31.68,674.91,1.087,2
86.16,916.82,29.4,22.91,119.01,0.468,0
75.46,785.61,28.31,24.02,67.49,0.381,0
47.99,759.68,39.64,32.27,275.26,1.407,3
63.26,860.7,22.24,29.83,193.69,0.474,0
45.57,570.8,41.99,36.37,349.7,1.136,3
85.35,937.02,28.26,26.39,102.0,0.591,0
30.35,462.71,36.53,35.26,445.05,1.476,3
10.09,732.63,38.54,33.5,251.61,0.7,1
85.79,865.32,25.75,27.83,174.89,0.453,0
48.42,939.36,34.8,31.85,267.3,1.211,3
40.65,519.43,25.78,26.05,545.8,1.132,2
61.21,487.84,27.91,30.16,717.08,0.758,2
32.46,488.77,37.94,32.1,253.54,1.401,3
41.08,925.65,38.48,35.85,497.41,1.122,3
19.68,661.23,39.06,34.41,161.83,0.915,1
69.59,915.28,23.13,23.26,198.93,0.543,0
23.06,616.77,39.75,34.07,111.99,0.863,1
21.89,669.13,37.17,28.56,230.31,0.991,1
62.19,780.78,33.15,32.8,664.13,0.807,2
44.11,764.72,33.95,35.12,273.24,1.415,3
21.61,614.49,35.04,35.79,201.52,0.785,1
48.13,780.83,26.72,30.1,700.35,1.004,2
69.28,757.43,34.36,31.88,568.58,1.199,2
41.14,306.35,33.42,37.32,481.24,1.19,3
22.6,678.13,38.03,29.56,269.13,0.721,1
38.45,740.43,33.96,33.87,477.2,1.383,3
35.27,385.21,34.84,32.74,469.97,0.912,3
13.12,873.11,39.45,31.38,161.29,0.811,1
17.21,842.4,35.75,34.13,146.27,0.927,1
62.92,983.88,26.57,23.4,156.55,0.406,0
67.27,511.07,33.48,27.82,580.56,1.186,2
35.7,579.18,41.99,36.97,368.51,1.05,3
58.91,625.39,27.08,28.24,407.65,0.79,2
48.13,458.78,32.23,31.7,674.76,0.987,2
88.28,818.99,27.86,27.5,58.75,0.579,0
22.28,684.93,32.17,28.4,175.18,0.646,1
47.49,713.87,33.89,31.53,551.77,0.842,2
63.17,871.83,29.32,25.54,131.27,0.431,0
52.62,662.76,28.64,26.56,471.38,0.906,2
69.13,781.7,26.08,25.78,53.76,0.558,0
78.71,804.01,24.3,29.43,172.9,0.402,0
67.89,433.0,33.07,27.42,692.19,0.769,2
33.61,355.31,32.46,36.88,341.09,1.373,3
57.23,418.31,27.94,31.89,786.9,1.005,2
29.69,594.02,35.84,35.45,151.64,0.903,1
45.36,848.91,37.47,33.56,294.75,0.979,3
33.44,372.02,38.73,33.51,482.01,0.974,3
21.33,643.54,38.08,31.29,190.94,0.707,1
77.9,907.26,23.77,28.57,196.08,0.457,0
14.85,586.3,34.82,34.66,163.6,0.6,1
38.66,631.3,35.24,31.33,442.97,1.204,3
46.26,626.05,30.01,28.78,580.7,0.997,2
88.03,842.36,28.6,27.33,147.96,0.38,0
39.24,527.8,37.53,32.55,300.94,1.398,3
72.52,914.89,27.65,29.72,104.72,0.531,0
29.44,828.28,37.86,29.12,130.68,0.885,1
33.89,844.34,34.9,35.78,414.38,0.866,3
59.41,530.16,34.58,28.99,548.46,0.961,2
17.98,897.53,39.56,31.49,159.49,0.852,1
59.34,682.86,28.75,32.76,465.1,1.185,2
45.54,619.04,28.42,29.23,745.9,1.093,2
74.42,752.49,29.7,26.8,102.82,0.465,0
76.67,848.73,28.47,24.15,145.07,0.388,0
52.89,547.83,27.43,29.56,643.99,1.195,2
35.63,467.41,34.86,36.3,310.35,0.806,3
41.11,314.9,38.72,31.99,379.76,1.412,3
57.2,552.25,29.57,31.02,473.13,1.041,2
10.05,626.83,34.71,31.04,253.57,0.816,1
78.45,723.76,23.34,24.62,183.12,0.386,0
46.74,766.36,33.74,27.9,704.08,1.033,2
27.19,568.19,33.4,35.01,282.49,0.927,1
62.01,505.37,31.91,29.89,574.92,0.989,2
10.77,626.13,34.83,29.05,263.36,0.981,1
41.24,300.04,33.11,37.52,396.68,1.199,3
82.74,885.28,24.11,23.94,184.58,0.375,0
68.49,870.09,29.59,22.29,86.61,0.553,0
47.13,447.29,32.42,25.6,508.78,1.0,2
69.96,778.43,23.31,22.71,185.89,0.397,0
41.22,689.22,37.3,31.79,487.58,1.258,3
23.56,647.92,35.85,29.52,239.73,0.807,1
67.27,759.95,26.53,22.29,60.18,0.568,0
31.35,826.26,38.85,34.17,388.13,1.337,3
77.87,809.06,23.56,28.47,95.03,0.422,0
70.54,854.98,23.65,25.97,115.39,0.361,0
31.07,891.83,33.25,31.72,404.5,0.909,3
37.18,912.46,38.86,30.54,354.7,1.436,3
32.57,410.72,39.95,37.65,468.07,0.808,3
44.35,705.53,37.85,34.78,378.49,1.457,3
37.73,920.96,38.86,37.84,372.86,1.139,3
13.69,832.35,33.64,33.78,261.41,0.808,1
79.38,791.0,28.51,29.39,152.74,0.596,0
33.92,639.92,33.94,32.08,459.05,1.452,3
58.48,705.97,25.04,29.14,476.38,0.993,2
76.54,774.28,25.46,24.3,121.2,0.445,0
59.66,425.25,28.43,29.17,477.36,0.702,2
63.44,432.7,26.34,26.38,791.74,1.178,2
81.85,733.07,25.86,22.52,73.21,0.406,0
36.23,915.28,37.02,35.44,367.21,1.296,3
35.75,892.25,33.92,32.32,468.42,1.102,3
53.26,777.27,32.31,32.38,632.59,1.116,2
48.42,590.32,35.07,31.01,454.65,0.861,3
82.78,982.71,24.97,23.6,170.45,0.471,0
67.15,768.64,29.57,28.56,83.27,0.587,0
16.89,652.32,30.33,34.71,132.6,0.968,1
88.24,899.6,29.02,26.39,51.88,0.412,0
61.41,621.36,29.6,27.61,667.8,1.171,2
42.42,569.99,25.5,29.92,570.04,0.81,2
75.96,924.3,24.15,24.09,81.27,0.599,0
84.64,843.37,27.9,25.18,64.0,0.402,0
86.51,957.53,26.29,29.7,110.78,0.533,0
60.3,873.85,22.06,24.86,88.88,0.424,0
61.53,541.49,30.72,26.62,599.39,1.181,2
62.93,635.14,32.32,32.0,442.65,0.761,2
51.63,534.42,25.81,27.65,505.94,0.846,2
33.21,736.29,36.51,35.52,399.58,1.151,3
82.8,785.46,24.02,28.53,111.37,0.488,0
82.21,815.15,25.02,26.83,198.07,0.529,0
34.77,598.02,36.31,30.37,495.05,1.451,3
59.93,444.74,31.61,29.63,775.08,0.929,2
23.91,686.86,36.8,29.57,119.96,0.765,1
45.43,368.41,39.98,37.49,300.84,0.874,3
68.84,841.96,26.62,22.66,125.08,0.463,0
41.37,881.06,33.39,32.62,462.79,0.994,3
33.79,345.15,36.54,31.71,358.19,1.19,3
37.13,911.58,34.39,35.07,413.76,0.889,3
71.78,857.63,29.59,27.88,174.03,0.45,0
69.96,476.46,34.24,30.74,499.29,0.966,2
43.31,448.57,40.13,35.74,268.05,1.186,3
50.89,762.92,26.95,27.52,738.57,1.065,2
58.38,476.08,29.03,25.32,701.0,0.92,2
23.03,878.23,36.84,32.6,232.27,0.882,1
62.66,968.77,24.3,29.36,105.45,0.591,0
54.44,690.91,31.41,28.14,525.51,0.826,2
12.87,838.14,38.23,31.22,124.24,0.618,1
67.64,994.62,27.99,25.14,133.78,0.442,0
36.09,353.39,35.62,36.65,375.2,1.086,3
33.76,305.84,37.59,34.5,342.4,1.138,3
77.13,964.43,28.74,25.73,146.51,0.493,0
42.52,605.27,34.28,31.59,742.52,0.755,2
23.36,750.68,37.84,34.64,231.55,0.828,1
31.3,429.65,35.56,36.72,452.07,1.03,3
76.32,917.28,29.04,25.43,130.84,0.481,0
14.75,893.23,35.97,32.48,262.05,0.762,1
82.21,916.34,22.19,24.37,75.6,0.305,0
68.08,534.48,28.71,28.74,411.06,0.866,2
19.67,815.85,32.8,29.36,133.06,0.735,1
64.68,727.97,28.94,28.48,51.86,0.36,0
58.83,427.73,33.91,29.14,555.77,0.992,2
60.45,884.65,29.84,25.74,77.73,0.343,0
63.32,831.31,29.85,29.13,197.64,0.523,0
78.14,842.85,23.37,23.7,110.1,0.541,0
24.36,573.02,40.0,30.9,291.71,0.887,1
74.34,722.36,27.45,24.37,73.55,0.575,0
28.7,839.54,32.08,29.71,145.09,0.838,1
23.47,753.2,32.79,29.14,227.44,0.797,1
78.21,793.95,28.87,24.07,115.38,0.351,0
20.95,654.29,32.91,33.28,219.88,0.664,1
36.7,540.96,32.33,33.87,397.52,1.365,3
64.72,789.97,24.77,26.75,70.11,0.414,0
70.52,734.4,29.92,27.09,150.42,0.552,0
44.66,434.26,26.18,28.17,544.02,1.2,2
33.78,780.75,36.36,31.67,318.31,0.843,3
23.95,692.63,33.04,29.22,222.47,0.74,1
89.81,998.04,29.92,26.09,62.9,0.334,0
64.26,542.3,33.1,31.84,452.36,0.894,2
79.31,964.25,26.92,24.63,198.26,0.595,0
39.99,860.7,37.33,32.86,334.44,1.003,3
69.93,720.07,26.07,31.61,714.29,0.927,2
61.94,407.39,32.72,26.33,404.15,1.098,2
43.57,790.48,33.06,30.56,273.82,1.16,3
59.66,406.99,30.53,30.07,603.04,0.71,2
41.0,839.43,38.98,31.8,358.94,0.963,3
23.81,692.13,32.23,29.79,124.41,0.966,1
38.62,414.83,34.54,35.97,389.14,1.363,3
59.76,632.76,34.03,27.02,595.04,0.882,2
47.34,562.52,34.78,32.93,525.26,1.045,2
48.49,307.35,38.56,37.7,260.97,1.075,3
21.99,760.89,36.5,29.32,246.84,0.625,1
10.99,535.76,39.93,29.37,292.47,0.76,1
22.77,533.62,33.46,32.85,224.04,0.812,1
58.62,609.01,26.17,28.77,562.23,0.798,2
82.36,922.49,25.1,29.32,93.85,0.347,0
71.57,974.56,26.36,29.63,177.75,0.487,0
63.13,875.82,27.54,29.35,105.56,0.458,0
82.05,998.81,22.19,25.76,53.41,0.539,0
63.48,776.35,27.76,25.61,705.1,0.746,2
25.11,850.52,39.58,31.48,188.05,0.948,1
12.81,557.35,34.21,31.06,287.58,0.802,1
34.08,454.12,34.3,37.22,364.94,1.454,3
29.15,827.37,30.52,35.29,242.98,0.956,1
55.42,556.9,29.82,31.87,683.75,0.994,2
81.53,898.86,22.09,22.36,151.9,0.332,0
68.93,576.18,34.7,30.07,506.0,0.73,2
64.99,689.13,33.56,27.93,594.42,0.937,2
27.17,811.15,33.83,30.43,149.58,0.608,1
20.18,802.62,30.94,28.1,293.11,0.738,1
61.53,809.26,25.9,27.33,61.14,0.363,0
15.18,721.47,39.47,30.04,288.2,0.78,1
63.61,425.83,28.78,27.97,624.98,1.128,2
19.25,656.73,32.1,30.0,175.99,0.764,1
69.86,711.2,26.98,26.94,191.52,0.381,0
27.21,814.55,31.75,33.88,250.23,0.985,1
62.46,851.0,28.34,28.75,126.18,0.519,0
30.38,405.32,37.7,32.63,374.8,1.357,3
58.87,433.9,34.24,28.97,591.73,0.782,2
33.71,571.82,35.41,37.23,341.13,1.47,3
74.97,959.72,29.97,25.68,116.44,0.412,0
48.57,775.99,32.82,32.52,466.98,1.312,3
68.17,623.11,34.39,32.73,572.48,0.937,2
47.22,426.85,40.65,32.37,347.16,1.256,3
26.0,735.32,36.4,28.69,208.79,0.841,1
60.28,908.63,28.96,22.51,154.0,0.529,0
67.74,803.52,28.31,27.85,93.46,0.41,0
23.69,680.65,32.27,33.13,121.79,0.765,1
87.76,812.22,24.31,25.04,78.57,0.553,0
13.6,844.03,39.15,28.52,252.05,0.95,1
18.17,797.32,32.34,35.94,159.99,0.646,1
42.34,837.56,33.86,32.24,414.14,1.292,3
69.29,438.76,34.81,31.07,542.15,0.714,2
13.49,751.39,33.92,32.25,215.41,0.64,1
73.17,732.5,22.81,27.16,128.91,0.387,0
40.07,610.54,35.88,36.52,294.71,0.885,3
22.29,771.97,37.24,35.2,164.29,0.939,1
73.74,784.28,28.32,24.83,71.68,0.588,0
65.86,445.84,27.23,26.2,532.3,0.992,2
47.8,783.76,32.98,31.98,281.47,1.386,3
44.99,484.0,39.27,30.93,464.05,0.864,3
23.6,540.09,31.1,35.23,235.59,0.6,1
75.36,766.13,27.92,23.68,87.57,0.586,0
65.88,451.84,25.72,29.38,753.98,1.125,2
21.18,564.42,33.54,30.81,204.57,0.921,1
29.82,673.81,33.68,31.02,277.87,0.968,1
34.77,583.32,34.34,37.18,368.84,1.318,3
30.56,332.3,33.31,34.73,461.83,1.189,3
26.56,589.4,32.74,29.46,246.92,0.635,1
66.9,569.02,34.6,28.0,769.78,0.905,2
81.75,963.82,28.65,25.89,107.06,0.532,0
73.41,765.18,28.48,28.97,156.12,0.575,0
18.41,662.11,35.41,33.9,261.89,0.683,1
68.45,715.88,27.62,26.63,125.01,0.382,0
44.42,668.62,35.3,35.01,393.82,1.208,3
59.2,734.46,27.55,32.06,620.62,1.048,2
32.53,317.89,33.32,32.06,403.99,1.179,3
13.94,699.29,36.95,34.98,296.1,0.825,1
22.83,530.47,36.53,35.31,297.14,0.666,1
59.54,654.73,25.1,31.89,703.34,0.928,2
61.52,874.02,25.48,23.76,96.61,0.441,0
47.71,913.73,33.79,31.45,372.08,0.953,3
60.39,964.74,29.46,23.82,162.43,0.571,0
10.19,688.79,36.46,34.07,137.2,0.713,1
60.51,667.91,29.33,28.35,468.75,0.994,2
45.05,553.16,39.75,33.64,307.16,1.321,3
16.18,624.03,37.88,33.93,250.41,0.783,1
34.05,323.67,38.9,35.06,365.85,1.492,3
48.5,673.18,39.84,32.0,417.74,1.304,3
20.15,749.21,37.38,28.36,187.65,0.647,1
79.26,708.8,27.75,28.72,81.89,0.398,0
57.95,559.92,33.52,25.86,527.58,1.17,2
83.28,817.66,22.16,29.42,150.61,0.304,0
68.8,795.95,27.39,27.48,51.94,0.496,0
63.53,632.41,32.26,31.01,641.23,1.078,2
28.73,502.2,39.09,29.72,213.06,0.607,1
44.02,462.32,35.54,37.45,359.01,0.884,3
22.6,549.02,30.94,28.25,255.19,0.691,1
59.44,590.74,27.62,25.84,444.5,0.964,2
63.96,882.57,24.82,27.15,199.18,0.583,0
46.81,531.68,32.94,34.22,305.36,0.849,3
79.64,771.97,23.87,26.96,84.11,0.351,0
27.44,609.96,39.88,32.05,136.3,0.929,1
12.2,552.55,32.01,35.43,239.18,0.984,1
49.77,901.9,35.53,31.96,475.35,1.2,3
40.03,941.03,33.75,34.26,473.14,1.283,3
16.31,788.62,33.12,29.68,251.61,0.807,1
81.07,752.84,22.73,26.23,95.57,0.377,0
14.83,501.94,35.7,31.11,231.76,0.879,1
51.76,549.76,33.49,31.02,467.04,0.816,2
10.58,552.54,36.27,32.11,122.31,0.982,1
20.72,690.12,32.21,29.49,240.3,0.855,1
12.8,706.64,30.2,31.95,200.53,0.64,1
43.4,587.65,34.51,30.06,305.11,1.29,3
55.77,404.33,32.46,28.22,625.53,0.877,2
77.28,907.09,23.38,27.13,78.61,0.454,0
54.45,508.89,25.24,25.42,479.24,0.923,2
71.89,765.13,26.64,24.05,142.81,0.348,0
26.73,694.57,30.39,35.99,152.53,0.976,1
85.54,724.58,22.93,26.41,173.57,0.518,0
72.22,929.6,24.9,24.72,121.91,0.585,0
64.25,953.45,29.2,29.22,123.17,0.403,0
32.03,816.01,37.78,32.9,364.61,1.369,3
71.58,765.54,28.08,24.21,112.08,0.305,0
61.4,744.81,25.82,29.74,427.86,0.909,2
45.69,741.51,34.66,37.27,401.17,1.31,3
32.07,491.17,41.2,37.93,313.07,1.05,3
12.37,620.23,30.97,28.83,254.29,0.665,1
61.03,696.41,29.54,25.69,637.61,1.018,2
20.97,601.76,32.34,28.62,267.78,0.824,1
40.55,584.72,31.14,25.61,778.05,0.846,2
12.37,790.83,35.42,34.63,144.47,0.619,1
60.11,647.12,32.18,27.41,725.63,1.067,2
43.99,794.81,33.97,28.66,402.31,1.041,2
76.91,792.66,23.68,28.29,117.85,0.377,0
62.54,697.26,30.87,27.58,679.85,1.096,2
76.97,780.36,23.83,26.24,58.3,0.559,0
88.07,764.38,28.33,29.65,189.92,0.379,0
86.74,966.36,26.11,24.16,71.37,0.419,0
56.93,423.89,30.03,28.51,487.14,0.704,2
30.24,744.68,40.17,31.57,463.31,0.858,3
18.37,555.24,35.5,31.64,182.7,0.997,1
26.77,872.71,39.62,33.57,161.66,0.725,1
77.11,971.89,26.31,27.66,166.65,0.361,0
31.81,879.09,41.57,33.35,264.73,1.31,3
78.92,956.89,22.11,25.34,135.39,0.409,0
33.06,331.58,38.68,35.18,404.15,1.285,3
46.0,755.1,27.9,32.52,468.59,1.052,2
66.89,413.49,29.9,30.63,505.7,1.158,2
10.06,740.38,35.17,29.36,219.46,0.72,1
84.8,909.87,27.75,22.15,177.93,0.334,0
20.48,597.46,30.41,32.38,234.31,0.955,1
11.63,872.82,30.56,29.95,157.69,0.796,1
51.35,798.8,25.18,25.12,458.7,0.943,2
49.12,760.13,40.26,37.27,267.45,1.301,3
20.83,885.05,37.94,28.1,167.5,0.759,1
74.04,953.87,23.63,22.46,182.05,0.301,0
40.92,422.33,29.79,29.57,527.59,1.023,2
53.63,422.13,32.06,25.69,750.32,0.87,2
71.69,882.7,23.45,22.57,173.51,0.302,0
47.96,569.84,27.41,27.28,732.78,0.884,2
89.01,972.31,27.46,26.28,96.35,0.382,0
64.81,989.1,27.26,28.14,115.49,0.381,0
43.08,792.96,35.61,34.03,337.84,1.052,3
87.43,998.15,27.11,23.52,84.96,0.481,0
62.56,990.69,28.26,29.32,162.38,0.518,0
13.15,636.23,30.46,34.02,103.22,0.712,1
23.14,524.28,35.41,33.41,195.81,0.909,1
31.49,528.33,32.51,34.37,361.65,0.827,3
53.47,448.18,28.86,30.98,759.2,0.782,2
73.68,756.52,24.82,24.59,192.99,0.558,0
14.01,857.38,35.56,32.82,118.3,0.949,1
25.67,883.58,34.72,31.2,200.07,0.795,1
58.46,523.56,27.04,31.29,658.61,0.906,2
56.71,683.02,33.96,26.75,645.63,0.779,2
21.35,704.67,32.26,35.59,208.52,0.956,1
22.66,798.87,35.83,34.3,263.7,0.637,1
16.06,567.12,35.88,30.71,243.94,0.608,1
17.0,599.06,39.17,33.12,200.35,0.682,1
38.72,409.33,34.57,37.18,396.15,1.425,3
48.92,417.33,38.44,34.64,336.49,1.002,3
27.46,556.93,32.02,29.86,108.83,0.763,1
78.82,999.28,24.93,29.13,154.41,0.308,0
11.46,501.0,39.39,34.11,153.72,0.815,1
29.59,761.93,38.66,29.11,261.38,0.927,1
64.02,989.54,25.65,24.45,143.38,0.464,0
22.32,764.95,30.27,31.58,242.54,0.876,1
62.16,730.69,27.02,24.83,71.66,0.585,0
29.65,740.49,32.35,32.02,140.9,0.828,1
89.46,716.33,24.05,29.28,176.7,0.444,0
74.99,884.37,26.99,27.89,81.56,0.426,0
46.64,767.91,31.62,26.87,569.92,1.176,2
38.02,488.5,32.25,32.86,412.06,1.1,3
62.93,846.86,25.95,25.07,149.82,0.421,0
67.51,814.19,23.27,26.29,135.14,0.43,0
42.0,663.92,28.76,28.58,644.36,0.847,2
31.98,317.95,41.3,31.41,270.64,1.434,3
52.33,437.32,25.05,31.3,450.62,0.908,2
20.09,515.27,37.95,28.63,279.77,0.849,1
72.86,868.87,25.55,24.93,193.79,0.483,0
46.86,833.83,35.24,31.4,364.7,0.942,3
43.64,525.87,36.54,37.97,416.34,1.305,3
13.63,734.03,33.6,33.59,218.62,0.666,1
54.41,601.48,32.6,25.66,672.34,1.007,2
15.27,714.29,30.8,30.24,277.7,0.806,1
63.49,839.38,23.46,25.7,89.32,0.508,0
28.53,576.33,30.29,29.96,166.79,0.805,1
